,teamNumber,nameShort,location,latitude,longitude
46,103,Cybersonics,"Palisades , Kintnersville, Pennsylvania",40.493117049999995,-75.1768876271529
47,107,Team R.O.B.O.T.I.C.S.,"Holland Christian , Holland, Michigan",42.7659458,-86.1278018
48,108,SigmaC@T Robotics Team,"Dillard , Fort Lauderdale, Florida",26.1395132,-80.1755261
49,111,WildStang,"Arlington Heights, Illinois",42.0811563,-87.9802164
49,112,Plus One,"Arlington Heights, Illinois",42.0811563,-87.9802164
51,114,Eaglestrike,"Los Altos , Los Altos, California",33.7817687,-118.11519972342447
52,115,MVRT,"Monta Vista , Cupertino, California",37.3227199,-122.0580165
53,116,Epsilon Delta,"Herndon , Herndon, Virginia",38.9528369,-77.3852557
54,117,Steel Dragons Robotics,"Pittsburgh, Pennsylvania",40.4416941,-79.9900861
55,118,Robonauts,"League City, Texas",29.5074538,-95.0949303
56,120,Cleveland's Team,"Cleveland, Ohio",41.4996574,-81.6936772
57,121,Rhode Warriors,"Middletown , Middletown, Rhode Island",41.5524614,-71.27037832834264
58,122,NASA Knights,"New Horizons Regional Education Center, Hampton, Virginia",37.06369565,-76.41144327047259
59,123,Team - Cosmos,"Hamtramck , Hamtramck, Michigan",42.4022664,-83.05761742811653
60,125,NUTRONs,"Boston, Massachusetts",42.3554334,-71.060511
61,126,Gael Force,"Clinton , Clinton, Massachusetts",42.427693899999994,-71.69296343026846
62,128,The Botcats,"Grandview Heights , Grandview Heights, Ohio",39.9790064,-83.0265592
63,131,CHAOS,"Manchester, New Hampshire",42.9956397,-71.4547891
64,133,B.E.R.T.,"Bonny Eagle , Standish, Maine",43.6972618,-70.59889122973684
65,135,Penn Robotics,"Penn , Mishawaka, Indiana",41.650518,-86.170425
66,136,Killer Kardinals,"Plainfield , Plainfield, New Jersey",40.6184159,-74.4204136
67,138,Entropy,"Souhegan , Amherst, New Hampshire",42.8286318,-71.625551
68,141,WOBOT,"West Ottawa , Holland, Michigan",42.82487675,-86.02798212251552
69,144,The R.O.C.K,"Cincinnati, Ohio",39.1014537,-84.5124602
70,145,T-Rx,"Norwich, New York",42.531184,-75.5235149
71,148,Robowranglers,"Greenville , Greenville, Texas",34.9678943,-82.3990084
72,151,Tough Techs,"Nashua, New Hampshire",42.7656251,-71.4677032
73,155,The TechnoNuts,"Berlin, Connecticut",41.6360818,-72.7651898
74,156,RPM  - Robotics Plus Mayhem ,"Fairview , Fairview, Pennsylvania",42.0274077,-80.2567373029074
75,157,AZTECHS,"Marlborough, Massachusetts",42.3459271,-71.5522874
76,159,Alpine Robotics,"Poudre , Fort Collins, Colorado",40.5667973,-104.991709
77,166,Chop Shop,"Merrimack , Merrimack, New Hampshire",43.3625483,-71.460604
78,167,Children of the Corn,"Iowa City, Iowa",41.6612561,-91.5299106
79,171,Cheese Curd Herd,"Platteville , Platteville, Wisconsin",42.73085395,-90.49514462922993
80,172,Northern Force,"Falmouth  & Gorham , Falmouth/Gorham, Maine",43.754966,-70.30488
81,173,RAGE Robotics ⚙️,"Tolland, Connecticut",41.8028937,-72.241671
82,175,Buzz Robotics,"Enfield , Enfield, Connecticut",41.97896655,-72.59838825968257
83,176,Aces High,"Windsor Locks, Connecticut",41.9139545,-72.6260233
84,177,Bobcat Robotics,"South Windsor , South Windsor, Connecticut",41.8429283,-72.55421799651432
85,178,The 2nd Law Enforcers,"Farmington , Farmington, Connecticut",41.73344545,-72.79234525803653
86,179,Children of the Swamp,"Riviera Beach, Florida",26.784343,-80.0650293
87,180,S.P.A.M.,"Stuart, Florida",27.197983,-80.2519175
88,181,Birds Of Prey,"Hartford, Connecticut",41.7688459,-72.6816303
89,190,Gompei and the H.E.R.D.,"Worcester, Massachusetts",42.2625621,-71.8018877
90,191,X-CATS,"Rochester, New York",43.157285,-77.615214
91,192,GRT,"Henry M Gunn HS, Palo Alto, California",37.40242385,-122.1339436935126
3,193,MORT Beta,"Flanders, New Jersey",40.8456549,-74.6948843
93,195,CyberKnights,"Southington , Southington, Connecticut",41.61567355,-72.86113161252203
94,199,Deep Blue,"Carlmont , Belmont, California",37.505104700000004,-122.28864250571144
95,201,The FEDS,"Rochester , Rochester, Michigan",42.668697949999995,-83.14239330827945
96,203,SOUPer BOTS,"Sicklerville, New Jersey",39.7173375,-74.9693329
97,204,Eastern Robotic Vikings,"Eastern High, Voorhees, New Jersey",39.8496878,-74.9670446036615
98,207,METALCRAFTERS,"Hawthorne , Hawthorne, California",33.9335004,-118.3519756
99,213,The Dirty Birds,"Keene , Keene, New Hampshire",42.9155576,-72.2473515
100,216,More RoboDawgs,"Grandville , Grandville, Michigan",42.910621,-85.7615685
101,217,ThunderChickens,"Sterling Heights, Michigan",42.5803122,-83.0302033
102,219,Team Impact 219,"Washington, New Jersey",38.88910115,-77.0408771293383
103,222,Tigertrons,"Tunkhannock , Tunkhannock, Pennsylvania",41.611838,-75.7998729
104,223,Xtreme Heat,"Lakeland Regional , Wanaque, New Jersey",41.0595462,-74.28246020072302
105,224,The Tribe,"Piscataway, New Jersey",40.5462553,-74.4660408
106,225,TechFire,"York, Pennsylvania",39.9067499,-76.7008946
107,226,Hammerheads,"Troy , Troy, Michigan",43.7430676,-86.0192321
108,228,GUS Robotics,"YMCA, Meriden, Connecticut",41.537884399999996,-72.80662652426363
109,229,Division By Zero,"Potsdam, New York",44.6697996,-74.9813349
110,230,Gaelhawks,"Shelton , Shelton, Connecticut",41.307718,-73.0885598
111,231,High Voltage,"Pasadena, Texas",29.6910753,-95.2092076
112,233,The Pink Team,"Rockledge, Florida",28.3201553,-80.736647
113,234,Cyber Blue,"Perry Meridian , Indianapolis, Indiana",39.64810585,-86.16643133771572
114,236,Techno-Ticks,"East Lyme  & Old Lyme , Old Lyme, Connecticut",41.2930182,-72.2534765
115,237,Black Magic Robotics,"Watertown , Watertown, Connecticut",41.59411865,-73.10245670955362
116,238,Crusaders,"Manchester, New Hampshire",42.9956397,-71.4547891
117,240,TEMPEST,"Jefferson , Newport, Michigan",41.95877285,-83.31269776508515
100,244,RoboDawgs 3D,"Grandville , Grandville, Michigan",42.910621,-85.7615685
119,245,Adambots,"Adams , Rochester Hills, Michigan",42.696228700000006,-83.19718679015588
120,246,Overclocked,"Boston University Academy, Boston, Massachusetts",42.3510171,-71.10981338167903
121,247,Da Bears,"Berkley , Berkley, Michigan",42.49538545,-83.18091461009666
122,250,The Dynamos,"Colonie Central , Colonie, New York",42.7069722,-73.8203893
123,253,Boba Bots,"Mills , Millbrae, California",37.5941393,-122.3904017
124,254,The Cheesy Poofs,"Bellarmine College Preparatory, San Jose, California",37.3428035,-121.91810337452387
125,256,Robo-Rams,"Willow Glen , San Jose, California",37.3085937,-121.9008874
126,263,Aftershock,"Ronkonkoma, New York",40.803529,-73.124548
127,269,CooneyTech,"Oconomowoc , Oconomowoc, Wisconsin",43.1020587,-88.5067361
128,271,Mechanical Marauders,"Bay Shore , Bay Shore, New York",40.7249862,-73.2529575
129,272,Cyber-Crusaders,"Lansdale Catholic , Lansdale, Pennsylvania",40.2434406,-75.26954539776581
130,279,Tech Fusion,"Maumee, Ohio",41.5628294,-83.6538244
131,280,TnT,"Taylor Career & Technical Center, Taylor, Michigan",42.2375733,-83.2781857
132,281,The GreenVillains,"Greenville, South Carolina",34.851354,-82.3984882
133,283,The Generals,"Greenville, South Carolina",34.851354,-82.3984882
134,287,Floyd Robotics,"William Floyd , Mastic Beach, New York",40.76745275,-72.8211859076996
100,288,The RoboDawgs,"Grandville , Grandville, Michigan",42.910621,-85.7615685
136,291,CIA - Creativity In Action,"Erie, Pennsylvania",42.1294712,-80.0852695
137,292,PantherTech,"Russiaville, Indiana",40.4175374,-86.2713849
138,293,SPIKE,"Hopewell Valley Central , Pennington, New Jersey",40.32808695,-74.80302724162648
139,294,Beach Cities Robotics,"Redondo Beach, California",33.8455911,-118.3886766
140,299,Valkyrie Robotics,"Cupertino, California",37.3228934,-122.0322895
141,302,The Dragons,"Lake Orion , Lake Orion, Michigan",42.78299495,-83.25846158745526
142,303,The T.E.S.T. Team,"Bridgewater, New Jersey",40.5598127,-74.5517146
143,308,Monsters,"Walled Lake, Michigan",42.537811,-83.4810481
144,313,The Bionic Zebras,"Wayne Memorial , Wayne, Michigan",42.2874978,-83.377392
145,314,The Megatron Oracles,"Carman Ainsworth , Flint, Michigan",43.02587095,-83.77079533490837
146,316,LUNATECS ,"Carneys Point, New Jersey",39.71082015,-75.46755083409386
147,319,Big Bad Bob,"Prospect Mountain , Alton, New Hampshire",43.402786,-71.1894537
148,321,RoboLancers,"Central , Philadelphia, Pennsylvania",39.9751127,-75.1629555
149,322,Team F.I.R.E.,"Flint, Michigan",43.0161693,-83.6900211
150,323,Lights Out,"Mountain Home, Arkansas",36.3361391,-92.3801187
151,324,Chips,"Clear Brook , Friendswood, Texas",29.54800225,-95.18687003644993
152,325,Respawn Robotics,"Hamilton, Ohio",39.2085354,-84.5501874
153,329,Mohawks,"Medford, New York",40.8175985,-73.0001068
154,330,The Beach Bots,"Hermosa Beach, California",33.86428,-118.39591
155,333,MEGALODONS,"John Dewey , Brooklyn, New York",40.587629,-73.98116657499443
156,334,TechKnights,"Brooklyn Technical , Brooklyn, New York",40.6887573,-73.97640887345645
157,335,Skillz Tech Gear Botz,"Brooklyn, New York",40.6526006,-73.9497211
158,337,Hard Working Hard Hats,"Logan, West Virginia",37.8024603,-81.9284776
159,339,Kilroy Robotics,"Stafford, Virginia",38.4167265,-77.4579783
160,340,G.R.R. (Greater Rochester Robotics),"Churchville, New York",43.104228,-77.884454
161,341,Miss Daisy,"Wissahickon , Ambler, Pennsylvania",40.170579149999995,-75.2289942988638
162,342,Burning Magnetos,"Ft Dorchester , North Charleston, South Carolina",32.927409499999996,-80.10935521853108
163,343,Metal-In-Motion,"Seneca, South Carolina",34.6865321,-82.9527288
164,346,RoboHawks,"Lloyd C Bird , Chesterfield, Virginia",37.3884709,-77.4950983
165,348,Norwell Robotics,"Norwell , Norwell, Massachusetts",42.172323,-70.8717104
166,352,The Green Machine,"Carle Place, New York",40.7526008,-73.6104058
167,353,POBots,"John F Kennedy , Plainview, New York",40.74944,-73.47833
168,354,G-House Pirates,"Brooklyn, New York",40.6526006,-73.9497211
169,358,Robotic Eagles,"Hauppauge , Hauppauge, New York",40.8206236,-73.2193413
170,359,Hawaiian Kids,"Waialua, Hawaii",21.571313,-158.12518450022145
171,360,The Revolution,"Bellarmine Preparatory School, Tacoma, Washington",47.23716505,-122.48637530576659
172,364,Team Fusion,"Gulfport , Gulfport, Mississippi",30.4067382,-89.0924345
173,365,Miracle Workerz,"Wilmington, Delaware",39.7459468,-75.546589
174,368,Team Kika Mana,"Honolulu, Hawaii",21.304547,-157.855676
175,369,High Voltage Robotics,"Brooklyn, New York",40.6526006,-73.9497211
176,371,Cyber Warriors,"Curtis , Staten Island, New York",40.645539,-74.08236650848119
177,378,The Circuit Stompers,"Newfane , Newfane, New York",43.28243305,-78.70764889735142
178,379,The RoboCats,"Girard , Girard, Ohio",41.1936747,-80.69257927718425
179,384,SPARKY 384,"Henrico, Virginia",37.5131191,-77.3465081
180,386,Team Voltage,"Melbourne , Melbourne, Florida",28.064270999999998,-80.6230040282868
181,395,2 Train Robotics,"Columbia Secondary School, New York, New York",40.8107744,-73.9562367
182,399,Eagle Robotics,"Lancaster , Lancaster, California",34.6965916,-118.1362404
183,401,Copperhead Robotics,"Blacksburg , Christiansburg, Virginia",37.162222,-80.42736654413592
184,418,Purple Haze,"Liberal Arts & Science Academy, Austin, Texas",30.258765,-97.68107506104953
185,422,The Mech Tech Dragons,"Richmond, Virginia",37.5385087,-77.43428
186,423,Simple Machines,"Cheltenham , Cheltenham, Pennsylvania",40.0609445,-75.0940625
187,426,Zombie Apocalypse Counter Task Force,"Bronx, New York",40.8466508,-73.8785937
188,433,Firebirds,"Mt St Joseph Academy, Flourtown, Pennsylvania",40.0939357,-75.21940193744234
189,435,Robodogs,"Raleigh, North Carolina",35.7803977,-78.6390989
190,441,DEVIL DOGS,"Heights , Houston, Texas",29.797687,-95.3984463
191,442,Redstone Robotics,"Huntsville, Alabama",34.729847,-86.5859011
192,447,Team Roboto,"Anderson, Indiana",40.1053196,-85.6802541
193,449,The Blair Robot Project,"Montgomery Blair , Silver Spring, Maryland",38.9925206,-77.0365676
194,451,The Cat Attack,"Maumee, Ohio",41.5628294,-83.6538244
195,453,Rockem Sockem Robotics,"Clinton Township, Michigan",42.5869782,-82.9200047
196,456,Siege Robotics,"Vicksburg, Mississippi",32.3528055,-90.8777342
197,457,⚙️ Grease Monkeys ⚙️,"South San Antonio , San Antonio, Texas",29.5048654,-98.57612786342676
198,461,Westside Boiler Invasion,"West Lafayette, Indiana",40.4258686,-86.9080655
199,467,Colonials,"Shrewsbury, Massachusetts",42.283828,-71.7172866
149,468,Aftershock,"Flint, Michigan",43.0161693,-83.6900211
201,469,Las Guerrillas,"Bloomfield Hills, Michigan",42.583645,-83.2454883
202,484,Roboforce,"Haverford , Havertown, Pennsylvania",39.98157095,-75.30487911194948
203,486,Positronic Panthers,"Strath Haven , Wallingford, Pennsylvania",39.895057249999994,-75.37037476637269
204,488,Team XBOT,"Franklin , Seattle, Washington",47.57683985,-122.2952364110515
205,492,Titan Robotics Club,"International School, Bellevue, Washington",47.60455315,-122.17216055595134
28,494,Martians,"Goodrich , Goodrich, Michigan",42.9139472,-83.51396339564499
207,496,Royals,"Port Jefferson, New York",40.9465118,-73.0691257
208,498,The Cobra Commanders,"Cactus , Glendale, Arizona",33.6271188,-112.19654830101089
209,501,The PowerKnights,"Manchester, New Hampshire",42.9956397,-71.4547891
210,503,Frog Force,"Novi , Novi, Michigan",42.44728945,-83.43501248241162
211,509,Red Storm,"Bedford , Bedford, New Hampshire",42.9366037,-71.51807128473519
212,514,Entropy,"Miller Place , Miller Place, New York",40.9598212,-72.9962148
213,522,ROBO WIZARDS,"Staten Island, New York",40.5834557,-74.1496048
214,525,Swartdogs,"Cedar Falls , Cedar Falls, Iowa",42.51495695,-92.46295221070969
215,527,Red Dragons,"Plainedge , Massapequa, New York",40.70006095,-73.47546753150232
216,533,The PSIcotics,"Lindenhurst Senior , Lindenhurst, New York",40.697242349999996,-73.36484662585306
217,537,Charger Robotics,"Sussex, Wisconsin",43.1339001,-88.2220372
218,538,Dragon Slayers,"Meridianville, Alabama",34.8703256,-86.5713611509602
219,539,Titan Robotics,"Trinity Episcopal School, Richmond, Virginia",37.5497625,-77.59464434503171
220,540,TALON 540 ,"Mills Godwin , Henrico, Virginia",37.61852995,-77.60427867831766
221,545,ROBO-DAWGS,"Island Trees , Levittown, New York",40.722359499999996,-73.49325354224942
222,547,Falcon Engineering And Robotics,"Fayetteville, Tennessee",35.1520267,-86.5705509
223,548,Robostangs,"Northville , Northville, Michigan",42.41189195,-83.49538157683597
224,554,The Bluegrease Crew,"Highlands , Ft. Thomas, Kentucky",39.0840915,-84.45017031537355
225,555,Montclair Robotics,"Montclair High, Montclair, New Jersey",40.82316305,-74.21316570363767
226,558,Elm City Robo Squad,"New Haven, Connecticut",41.2976052,-72.92654366037542
227,564,Longwood Robotics,"Longwood , Middle Island, New York",40.8658818,-72.9290281
228,568,Nerds of the North,"Anchorage, Alaska",61.2163129,-149.894852
229,569,Rambots,"Westbury, New York",40.7556561,-73.5876273
230,571,Team Paragon,"Windsor , Windsor, Connecticut",41.8521426,-72.6422989
231,573,Mech Warriors,"Bloomfield Hills, Michigan",42.583645,-83.2454883
232,578,R-cubed  - Red Raider Robotics,"Fairport , Fairport, New York",43.0998915,-77.4557615
233,580,Viking Robotics,"Campbell Hall School, Studio City, California",34.153872,-118.39837073574256
234,581,Blazing Bulldogs,"San Jose , San Jose, California",37.3299203,-121.902496
235,585,Cyber Penguins,"Tehachapi , Tehachapi, California",35.1317844,-118.4568082
236,587,The Hedgehogs,"Hillsborough, North Carolina",36.0752088,-79.0992085
237,589,Falkon Robotics,"Crescenta Valley , La Crescenta, California",34.22258815,-118.24312796588256
238,590,Chahta Warriors,"Choctaw, Mississippi",33.3569348,-89.2390212
239,597,The Wolverines,"Los Angeles, California",34.0536909,-118.242766
240,599,The Robodox,"Granada Hills, California",34.2661558,-118.5174342
241,601,BayBots,"Hampton Bays , Hampton Bays, New York",40.8766223,-72.5239072
242,604,Quixilver,"Leland , San Jose, California",37.21666785,-121.84414584895515
243,606,Cyber Eagles,"Los Angeles, California",34.0536909,-118.242766
244,611,Saxons,"Langley , McLean, Virginia",38.9472358,-77.1459733
245,612,Chantilly Robotics,"Chantilly, Virginia",38.8788355,-77.40221718011088
246,614,Night Hawks,"Hayfield Secondary School, Alexandria, Virginia",38.75004375,-77.14446518839361
247,617,Enginerds,"Highland Springs , Henrico, Virginia",37.5527518,-77.32503610889233
248,619,Cavalier Robotics,"Charlottesville, Virginia",38.029306,-78.4766781
249,620,Warbots,"Madison , Vienna, Virginia",38.8960499,-77.2789632
250,623,Oakton Cougar Robotics,"Oakton , Vienna, Virginia",38.8787187,-77.2820455957048
251,624,CRyptonite,"Cinco Ranch , Katy, Texas",29.7466408,-95.77771168481837
252,639,Code Red Robotics,"Ithaca , Ithaca, New York",42.45512515,-76.4992514459727
253,640,Edison Robotics,"Jamaica, New York",40.7029134,-73.8006429
254,647,CYBERWOLVES,"Killeen, Texas",31.1171441,-97.727796
255,648,QC ELITE - Flaming Squirrels,"Pleasant Valley, Iowa",41.5694244,-90.4226015
256,649,MSET Fish,"Saratoga , Saratoga, California",37.265644800000004,-122.02936405031446
257,653,NOSIDE,"Edison , San Antonio, Texas",29.47523,-98.526718
258,662,Rocky Mountain Robotics,"USAF Academy, Colorado",38.77406895,-104.30153449109022
259,663,Robonauts,"Whitinsville Christian School, Whitinsville, Massachusetts",42.10733405,-71.65037803646337
260,668,The Apes of Wrath,"San Jose, California",37.3361663,-121.890591
261,670,Homestead Robotics,"Homestead , Cupertino, California",37.335710399999996,-122.04830504799901
262,677,Murphy's Outlaws,"Columbus School for Girls, Columbus, Ohio",39.968159650000004,-82.938338826571
263,686,Bovine Intervention,"Thurmont, Maryland",39.6237094,-77.4108201
264,687,The Nerd Herd,"Carson, California",33.8322043,-118.2517547
265,691,Project 691 Robotics,"Stevenson Ranch, California",34.3881783,-118.5853957
266,694,StuyPulse,"Stuyvesant , New York, New York",42.3903615,-73.7815127
267,695,Bison Robotics,"Beachwood , Beachwood, Ohio",41.498594,-81.49381795791867
268,696,Circuit Breakers,"La Crescenta, California",34.230429,-118.2350733
269,698,Hamilton Microbots,"Hamilton , Chandler, Arizona",33.2512313,-111.84358699925995
270,701,RoboVikes,"Vanden , Fairfield, California",38.2829437,-121.9616422
271,702,Bagel Bytes,"Culver City , Culver City, California",34.0278787,-118.3888493
272,703,Team Phoenix,"Saginaw Career Complex, Saginaw, Michigan",43.44580015,-83.96930453378627
273,704,Warriors,"Grand Prairie, Texas",32.7459645,-96.9977846
274,706,Cyberhawks,"Hartland, Wisconsin",43.105008,-88.3420398
275,708,Hatters Robotics,"Horsham, Pennsylvania",40.1842455,-75.13905239078957
276,709,Femme Tech Fatale,"Agnes Irwin School, Bryn Mawr, Pennsylvania",40.02808995,-75.3502502675044
277,714,Panthera,"Technology , Newark, New Jersey",40.7421254,-74.17903159685589
278,716,Who'sCTEKS,"Falls Village, Connecticut",41.5770993,-73.4105803
279,743,Technobots,"Bronx, New York",40.8466508,-73.8785937
280,744,Shark Attack,"Westminster Academy, Fort Lauderdale, Florida",26.1972029,-80.11255488387184
281,747,Flight Crew,"Middlesex, New Jersey",40.596106,-74.237292
282,751,barn2robotics,"Woodside Priory School, Portola Valley, California",37.37617335,-122.21247098657591
283,752,The Chargers,"Science Park , Newark, New Jersey",40.7398474,-74.18544719435212
284,753,High Desert Droids,"Bend, Oregon",44.0581728,-121.3153096
285,766,M-A Bears,"Menlo-Atherton , Atherton, California",37.456721650000006,-122.19264821380695
286,801,Horsepower,"Merritt Island, Florida",28.2662775,-80.66369844594115
287,806,The Brooklyn Blacksmiths,"Xaverian , Brooklyn, New York",40.63671325,-74.03547414756179
288,810,The Mechanical Bulls,"Smithtown, New York",40.8559314,-73.2006687
289,811,Wild Cards,"Bishop Guertin , Nashua, New Hampshire",42.738737900000004,-71.47394061363015
290,812,The Midnight Mechanics,"La Jolla, California",32.8401623,-117.2740777
291,815,Advanced Power,"Allen Park, Michigan",42.2595071,-83.2107671
292,816,Anomaly,"Mount Holly, New Jersey",39.9928898,-74.7876624
293,818,The Steel Armadillos 818,"Warren, Michigan",42.4932575,-83.0062746
294,829,The Digital Goats,"Indianapolis, Indiana",39.7683331,-86.1583502
295,830,The RatPack,"Ann Arbor, Michigan",42.2681569,-83.7312291
296,832,Oscar,"Roswell , Roswell, Georgia",33.9178967,-84.3794785
297,834,SparTechs,"Southern Lehigh , Center Valley, Pennsylvania",40.5155099,-75.38105642849789
298,835,The Sting,"Beverly Hills, Michigan",42.5226219,-83.241357
299,836,The RoboBees,"Hollywood, Maryland",38.3459143,-76.5717292
300,839,Rosie Robotics,"Agawam, Massachusetts",42.0688621,-72.6151604
301,840,Aragon Robotics Team,"Aragon , San Mateo, California",37.550501249999996,-122.32931521122316
302,841,The BioMechs,"Richmond , Richmond, California",37.9368681,-122.3531597
303,842,Falcon Robotics,"Phoenix, Arizona",33.4484367,-112.074141
304,846,The Funky Monkeys,"Lynbrook , San Jose, California",37.3006125,-122.00397410639948
305,847,PHRED,"Philomath , Philomath, Oregon",44.5373116,-123.35507664873253
306,848,HuskyBots,"San Pedro, California",33.7358518,-118.2922934
307,852,Athenian Robotics Collective,"Athenian School, Danville, California",37.8348927,-121.94820762299463
308,857,Superior Roboworks,"Houghton , Houghton, Michigan",47.121872,-88.569012
309,858,Demons,"Wyoming , Wyoming, Michigan",42.9097493,-85.6989193
310,862,Lightning Robotics,"Canton, Michigan",42.3076547,-83.4868961
311,867,Absolute Value,"Arcadia, California",34.1362075,-118.0401497
312,868,TechHOUNDS,"Carmel Senior , Carmel, Indiana",39.98433945,-86.14821462099843
313,870,TEAM  R. I. C. E.  ,"Southold, New York",41.0651442,-72.4263497
314,871,Robotechs,"West Islip Senior , West Islip, New York",40.70158705,-73.30189132875714
315,876,Thunder Robotics,North Dakota,47.6201461,-100.540737
316,877,Pi Rho 'botics @ North Star,"Cando, North Dakota",48.486668,-99.209859
317,884,Mechanical Mules,"Malverne , Malverne, New York",40.6753106,-73.6691317
318,885,Ro-bovines,"Randolph Center, Vermont",43.9408988,-72.607603
319,888,Robotiators,"Glenelg , Glenelg, Maryland",39.2646661,-76.9869456
320,894,The POWER CHARGERS,"Powers Catholic , Flint, Michigan",43.07749005,-83.71566431904826
321,900,The Zebracorns,"Durham, North Carolina",35.996653,-78.9018053
322,904,D Cubed,"Grand Rapids, Michigan",42.9632405,-85.6678639
323,910,The Foley Freeze,"Madison Heights, Michigan",42.4858692,-83.1052028
324,930,Mukwonago BEARs,"Mukwonago , Mukwonago, Wisconsin",42.8610712,-88.3134489
325,931,Perpetual Chaos,"Saint Louis, Missouri",38.6280278,-90.1910154
326,932,The Circuit Chargers,"Memorial , Tulsa, Oklahoma",36.080479249999996,-95.91483877144844
327,935,RaileRobotics,"Newton, Kansas",38.0469166,-97.3447244
328,937,Nerd Herd,"Overland Park, Kansas",38.9742502,-94.6851702
329,938,Code Gold,"Richmond, Kansas",38.4027955,-95.2538631
330,945,Team Banana,"Colonial , Orlando, Florida",28.55040365,-81.34990833677716
331,948,NRG (Newport Robotics Group),"Newport , Bellevue, Washington",47.5711487,-122.180761
332,949,Wolverine Robotics,"Bellevue , Bellevue, Washington",38.8312492,-77.0093944
333,955,CV Robotics,"Crescent Valley , Corvallis, Oregon",44.6169002,-123.26494120484418
334,957,SWARM - South and West Albany Robotics Maniacs,"Albany, Oregon",44.6365071,-123.1059324
335,967,Iron Lions,"Linn-Mar , Marion, Iowa",42.06367525,-91.60199467822594
